Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,"INSP CAIDA PRESION FILTRO ACEITE(<0,9 BAR O 13PSI)",si,CUMPLE,"13/5/2024, 23:17:12","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,VERIFICAR FUNC DESAGUE CONDENSADO,si,CUMPLE,"13/5/2024, 23:17:23","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,"PRESION DIFERENCIAL FILTRO AIRE(NO>0,048BAR-0,7PSI)",si,CUMPLE,"13/5/2024, 23:17:36","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,REV. ACUMULACION ENFRIADOR(CUERPO EXTRAÑO),si,CUMPLE,"13/5/2024, 23:17:52","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,RUIDO ANORMAL,si,CUMPLE,"13/5/2024, 23:18:02","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,ESTADO INSTRUMENTACION,si,CUMPLE,"13/5/2024, 23:18:14","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,"ESCAPE FLUIDOS(AIRE,AGUA,ACEITE)",si,CUMPLE,"13/5/2024, 23:18:32","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,ESTADO GRAL PINTURA,si,CUMPLE,"13/5/2024, 23:18:42","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,INSP. TABLERO  ELECTRICO/CLIMATIZADOR,si,CUMPLE,"13/5/2024, 23:18:55","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,829072,COMPRESOR TORNILLO AIRE VEL. VARIABLE,13352871,INSPECCION SEMANAL COMPRESOR TORNILLO AI,ESTADO DEL SECADOR ,si,CUMPLE,"13/5/2024, 23:19:05","0,0083333333",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. SECCION TRANSF. CALOR,si,CUMPLE,"14/5/2024, 6:26:36","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. BOQUILLAS ASPERSION,si,CUMPLE,"15/5/2024, 8:54:21","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO MOTOBOMBAS,si,CUMPLE,"14/5/2024, 6:26:43","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO VENTILADORES,si,CUMPLE,"14/5/2024, 6:30:38","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSTRUMENTACION,si,CUMPLE,"14/5/2024, 6:30:05","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,VALVULAS SEGURIDAD,si,CUMPLE,"14/5/2024, 6:29:48","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO DE DEFLECTORES,si,CUMPLE,"14/5/2024, 6:28:47","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,"ESTADO GRAL, PINTURA",si,CUMPLE,"14/5/2024, 6:28:26","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO TANQUE RECIBIDOR,si,CUMPLE,"14/5/2024, 6:26:49","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO EJE VENTILADOR,si,CUMPLE,"14/5/2024, 6:28:18","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,CHUMACERAS,si,CUMPLE,"15/5/2024, 8:54:33","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,TABLERO ELECTRICO,si,CUMPLE,"14/5/2024, 6:30:18","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,ESTADO CORREAS VENTILADOR,si,CUMPLE,"15/5/2024, 8:56:21","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,"INSP FUGAS AGUA, REFRIGERANTE SERPENTIN",si,CUMPLE,"14/5/2024, 6:27:29","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630013,CONDENSADOR EVAPORATIVO 1,13352877,INSPECCION SEMANAL COND EVAPORATIVO #1,INSP. TABLERO  ELECTRICO/CLIMATIZADOR,si,CUMPLE,"14/5/2024, 6:26:57","0,0032258065",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,630014,CONDENSADOR EVAPORATIVO 2,13352878,INSPECCION SEMANAL CONDENSADOR EVAP 2,PLAN MTTO MEC CONDENSADOR EVAPOR 2 L10,si,CUMPLE,"15/5/2024, 8:54:49","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638554,CONDENSADOR EVAPORATIVO,13352306,INSPECCION SEMANAL CONDENSADOR EVAPORATI,PLAN MTTO MEC CONDENSADOR EVAP GASEOSA,si,CUMPLE,"16/5/2024, 8:01:00","0,00625",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. SECCION TRANSF. CALOR,si,CUMPLE,"15/5/2024, 9:01:57","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSP. BOQUILLAS ASPERSION,si,CUMPLE,"15/5/2024, 9:25:37","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO MOTOBOMBAS,si,CUMPLE,"15/5/2024, 9:28:12","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO VENTILADORES,si,CUMPLE,"15/5/2024, 10:04:09","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,INSTRUMENTACION,si,CUMPLE,"15/5/2024, 9:34:37","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VALVULAS SEGURIDAD,si,CUMPLE,"15/5/2024, 10:03:58","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO DE DEFLECTORES,si,CUMPLE,"15/5/2024, 10:03:48","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"ESTADO GRAL, PINTURA",si,CUMPLE,"15/5/2024, 9:02:04","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO TANQUE RECIBIDOR,si,CUMPLE,"15/5/2024, 9:26:05","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO EJE VENTILADOR,si,CUMPLE,"15/5/2024, 9:33:14","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,CHUMACERAS,si,CUMPLE,"15/5/2024, 9:02:15","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,TABLERO ELECTRICO/CLIMATIZADOR,si,CUMPLE,"15/5/2024, 9:32:53","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,ESTADO CORREAS VENTILADOR,si,CUMPLE,"15/5/2024, 9:27:57","0,0034482759",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,638563,CONDENSADOR EVAPORATIIVO   JUGOS,13352332,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"INSP FUGAS AGUA, REFRIGERANTE SERPENTIN",si,CUMPLE,"15/5/2024, 9:02:43","0,0034482759",.,.,CUMPLE,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,ESTADO CUERPO PRINCIPAL,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,ESTADO BANDA TRANSPORTADORA,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. MOTO REDUCTOR,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. VALVULA REGULADORA,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,VERIF. INSTRUMENTACION,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. FUGAS DE FLUIDOS,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. DE TUBERIA,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,ESTADO DE GUIAS INTERNAS,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. TABLERO ELECTRICO/CLIMATIZADOR,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,INSP. INTERCAMBIADOR DE CALOR,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,ESTADO BOMBAS,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO JUGOS PET HOT FILL,669450,ENFRIADOR,13352056,INSPECCION SEMANAL COOLER,ESTADO BOQUILLAS ROCIADORAS,,,,"0,0076923077",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Fugas de aire o aceite,si,CUMPLE,"13/5/2024, 20:15:17","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado Instrumentos de medidas,si,CUMPLE,"13/5/2024, 20:15:26","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de pintura,si,CUMPLE,"13/5/2024, 20:15:36","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de motores,si,CUMPLE,"13/5/2024, 20:15:44","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado mandril retractil desenroscador,si,CUMPLE,"13/5/2024, 20:15:56","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado del posicionador,si,CUMPLE,"13/5/2024, 20:16:03","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de guías plásticas y estrellas de transferencia,si,CUMPLE,"13/5/2024, 20:16:15","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado tornillo sin fin,si,CUMPLE,"13/5/2024, 20:16:22","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de sistema de lubricacion,si,CUMPLE,"13/5/2024, 20:16:38","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado unidad de mantenimiento neumatica,si,CUMPLE,"13/5/2024, 20:16:46","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,"Estado de tableros eléctricos de mando, control y potencia",si,CUMPLE,"13/5/2024, 20:16:56","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de sistema expulsión de tapas,si,CUMPLE,"13/5/2024, 20:17:05","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de cabezales,si,CUMPLE,"13/5/2024, 20:17:16","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado electrovalvulas,si,CUMPLE,"13/5/2024, 20:17:26","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado Piñoneria,si,CUMPLE,"13/5/2024, 20:17:34","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de correas y poleas de transmisión,si,CUMPLE,"13/5/2024, 20:17:46","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado de sensores,si,CUMPLE,"13/5/2024, 20:17:59","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828083,DESCAPSULADORA,13351995,INSPECCION SEMANAL DESCAPSULADORA,Estado y limpieza de  extractor y/o climatizador tablero eléctrico,si,CUMPLE,"13/5/2024, 20:18:13","0,0055555556",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Fugas de aire o aceite,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de pintura,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de las membranas y cabezote,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,"Estado de tableros eléctricos de mando, control y potencia",,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,"Estado mecánico general (chasis, pantógrafo, guardas, rotulas, bujes, pasadores, chumaceras y rodamientos)",,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de cadenas de transmision,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de cadenas table top y piñones,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado unidad de mantenimiento neumatica,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de motores,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de cajas reductoras,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de sensores,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de electroválvulas,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado perfiles de desgaste plasticos,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de plato muerto,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado sistema basculante y tope,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado Instrumentos de medidas,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado de sistema de lubricacion,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,558034,DESEMPACADORA,13352007,INSPECCION SEMANAL DESEMPACADORA,Estado y limpieza de extractor y/o climatizador tablero eléctrico,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Fugas de aire o aceite,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de pintura,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de las membranas y cabezote,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,"Estado de tableros eléctricos de mando, control y potencia",,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,"Estado mecánico general (chasis, pantógrafo, guardas, rotulas, bujes, pasadores, chumaceras y rodamientos)",,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de cadenas de transmision,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de cadenas table top,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado unidad de mantenimiento neumatica,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de motores,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de cajas reductoras,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de sensores,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de electroválvulas,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado perfiles de desgaste plasticos,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de plato muerto,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado sistema basculante y tope,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado Instrumentos de medidas,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado de sistema de lubricacion,,,,"0,0052631579",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,548732,DESEMPACADORA,13351996,INSPECCION SEMANAL DESEMPACADORA,Estado y limpieza de extractor y/o climatizador tablero eléctrico.,,,,"0,0052631579",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948941,DESGASIFICADOR POZO PARQUEADERO,13352837,INSPECCION SEMANAL DESGASIFICAD POZO PAR,PLAN MTTO MEC DESGA POZO PARQUE 70948941,si,CUMPLE,"13/5/2024, 21:06:43","0,1",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,82965401,DESPITILLADORA,13352008,INSPECCION SEMANAL DESPITILLADORA,"Estado de tableros eléctricos de mando, control y potencia",si,CUMPLE,"14/5/2024, 5:47:04","0,0166666667",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,82965401,DESPITILLADORA,13352008,INSPECCION SEMANAL DESPITILLADORA,Estado turbina/FUNC. MECANISMO SEGURIDAD,si,CUMPLE,"14/5/2024, 5:49:14","0,0166666667",.,.,CUMPLE,,,,
LINEA DE ENVASADO TAMAÑO PERSONAL,82965401,DESPITILLADORA,13352008,INSPECCION SEMANAL DESPITILLADORA,INSP. CALENT Y CORRIENTE MOTOR,si,CUMPLE,"14/5/2024, 5:49:46","0,0166666667",.,.,CUMPLE,,,,
